RATING,KATEGORI,GAMBAR,PRODUK,BRAND,DESKRIPSI,HARGA,skin_type,keywords,allergen
"4,7",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1598425126_Dead_Skin__800x800.png,Dead Skin Cell Remover,Envygreen,"Envygreen Dead Skin Cell Remover merupakan peeling lotion bertekstur gentle yang mampu membersihkan kulit dari kotoran dan mengangkat sel-sel kulit mati.
  
  How to use:
  Oleskan Dead Skin Cell Remover ke kulit yang sudah dibersihkan dengan face cleanser, facial foam, toner, dan dalam keadaan lembab. Gosok ringan dengan arah memutar selama 1 menit. Setelah kotoran terangkat, bersihkan sisa product di wajah dan bilas dengan air bersih.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aqua, Glycerine, Acrylates Copolymer, Octyl Dedecanol, Tocoperyl Acetate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Isohexadecane, Polysorbate 60, Methyl P-Hydroxybenzoate, Phenoxyethanol, Fragrance.",Rp56.000,semua,"skin , sel , kotoran , facial , lotion , cleanser , peeling , face , toner , polysorbate",Tidak
"4,2",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/1485745120_lg.jpg,Drops Of Light Pure Resurfacing Liquid Peel,The Body Shop,"DROPS OF LIGHT PURE RESURFACING LIQUID PEEL adalah gel exfolasi dengan inovasi teknologi gel-to-peel yang meluruhkan kotoran, sisa polusi dan sel-sel kulit mati sehingga kulit tampak lebih cerah sejak penggunaan pertama. Penggunaan berkelanjutan akan membantu membuat kulit terasa semakin halus.
  
 Suitable for:
 Kulit normal, kulit berminyak
 
 Ingredients:
 Aqua, Alcohol Denat, Propylene Glycol, Glycerin, Carbomer, PPG-26-Buteth-26, Palmitamidopropyltrimonium Chloride, PEG-40 Hydrogenated Castor Oil, Quaternium-80, 3-O-Ethyl Ascorbic Acid, Parfum",Rp379.000,berminyak,"sel , gel , kulit cerah , normal kulit , kulit normal kulit , parfum , sel kulit mati , mati , kulit mati , sel kulit",Ya
"4,5",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1643620248_Krave_Beau_800x800.jpg,Kale-Lalu-yAHA,KraveBeauty,"KraveBeauty Kale-Lalu-yAHA merupakan exfoliating toner yang dapat mengangkat sel-sel kulit mati sehingga membuat kulit wajah tampak lebih muda dan sehat. Dapat mengatasi warna kulit yang tidak merata, kerusakan kulit akibat sinar matahari, dan garis-garis halus pada wajah. Mengandung Glycolic Acid 5.25% yang dapat mengeksfoliasi kulit secara lembut, Kale, Spinach, Parsley yang kaya akan antioksidan, serta kombinasi dari Aloe, Hyaluronic acid, dan Vitamin B5 yang dapat melembapkan dan menenangkan kulit. 
  
  How to Use:
  Usapkan ke seluruh wajah secara merata menggunakan kapas. Gunakan 2-3x dalam seminggu pada malam hari. Untuk kulit yang sensitif, dianjurkan untuk mencoba menggunakan 1x dahulu dalam seminggu. 
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aloe Barbadensis Leaf Water, Water, Butylene glycol, Brassica Oleracea Acephala Leaf (Kale) Extract, Glycolic acid, 1,2-Hexanediol, Potassium Hydroxide, Glycerin, Spinacia Oleracea (Spinach) Leaf Extract, Carum Petroselinum (Parsley) Extract, Chlorella Minutissima Extract, Malus Domestica Fruit (Green apple) Extract",Rp423.000,"kombinasi, semua","garis , sel , merata , matahari , melembapkan , mengatasi , menenangkan , antioksidan , toner , sel kulit mati",Tidak
4,peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1487237787_Mustika_Ra_800x800.jpg,Peeling Mundisari Bubuk,Mustika Ratu,"Mustika Ratu Peeling Mundisari merupakan peeling yang terbuat dari Sari Daun Kemuning (Murrayae Folium) yang berguna untuk menipiskan noda hitam pada kulit wajah. Membuat kulit menjadi lebih bersih dan segar.
  
  How To Use :
  Campurkan peeling dengan air sari mawar putih secukupnya. Ratakan ke seluruh wajah lalu biarkan hingga setengah mengering dan gosok perlahan dengan gerakan memutar atau horizontal sampai peeling berjatuhan. Peeling tidak dianjurkan untuk wajah yang berjerawat. Gunakan dua kali dalam seminggu.
  
  Suitable For :
  Kulit kering
  
 Ingredients:
  Aqua, Propylene Glycol, Stearic Acid, Glyceryl Stearate, PEG-100 Stearate, Dimethicone, Dicalcium phosphate dihydrate, Sodium Lactate, Ethoxydiglycol, PEG-26 jojoba acid, PEG-26 jojoba alcohol, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Simmondsia Chinensis Seed Oil, Curcuma Heyneana Root Powder",Rp9.300,kering,"peeling , kulit bersih , kali , berjerawat , noda hitam , root , noda , stearic , segar , membuat kulit",Tidak
5,peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1600138918_soft_peell_800x800.png,Invisipeel Soft Peel Essential Series,Everose,"Everose Invisipeel Soft Peel Essential Series memiliki kandungan ekstrak nanas dan ekstrak pepaya yang bekerja secara sinergis untuk merangsang pertumbuhan sel kulit baru sehingga mempermudah masuknya nutrisi pada kulit. Ekstrak pepaya dipilih sebagai bahan utama karena memiliki banyak kandungan yang memberikan manfaat baik bagi kulit wajah. Dalam 1 buah pepaya terdapat vitamin C, vitamin A, vitamin E, Enzim proteolitik, dan antioksidan sehingga mampu memberikan banyak manfaat sekaligus, dari mencerahkan, melembabkan, mengurangi peradangan kulit, hingga menyamarkan garis-garis halus. Ekstrak nanas yang dipakai diambil dari jenis varietas Nanas Fuji mengandung enzim Bromelain dan AHA yang menyempurnakan proses eksfoliasi pada kulit secara lembut. Dengan gel yang lembut, Everose Invisipeel Soft Peel Essential Series mampu mengangkat komedo dan sel kulit mati dengan halus sehingga meminimalisir terjadinya iritasi.
 
 Suitable for:
 Semua jenis kulit
 
 Ingredients:
 Ekstrak Pepaya yang kaya akan vitamin C, vitamin A, vitamin E, Enzim Proteolitik dan antioksidan sehingga mampu melembabkan, mengurangi peradangan kulit, menyamarkan garis-garis halus dan mencerahkan, Ekstrak Nanas yang kaya akan Enzim Bronelain dan AHA untuk menyempurnakan proses eksfoliasi secara lembut",Rp66.000,semua,"ekstrak , garis , vitamin , halus , lembut , antioksidan , mengurangi , sel kulit , sel , menyamarkan",Tidak
"4,6",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1623385311_SOMETHINC__800x800.jpg,"AHA 7%, BHA 1%, PHA 3% Weekly Peeling Solution",Somethinc,"Singkirkan Pori-pori Tersumbat Selamanya!
 Pilihan % dosis yang lebih kuat untuk kamu yang terbiasa dengan bahan aktif AHA BHA PHA, mengandung Mugwort & Calendula untuk meningkatkan rutinitas eksfoliasi kulitmu! Membantu membersihkan pori-pori yang tersumbat, mengangkat sel kulit mati, menyamarkan bekas jerawat, membantu mencerahkan kulit & menjaga kelembaban kulit!
  QUICK FACT:
  - Ramah bagi Vegan
  - Ramah untuk Fungal Acne
  - Teruji secara Dermatologis
  - Ramah untuk Ibu Hamil & Remaja
 
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Water, Artemisia Vulgaris Extract, Aloe Barbadensis Leaf Extract, Glycolic Acid, Calendula Officinalis Flower Extract, Lactobionic Acid, Sodium Hydroxide, Pentylene Glycol, Cocamidopropyl Dimethylamine, Glycerin, Salicylic Acid, Propanediol, 1,2-Hexanediol, Panthenol, Butylene Glycol, Xanthan Gum, C12-14 Pareth-12, Betaine, Caprylyl Glycol, Melia Azadirachta Leaf Extract, Ethylhexylglycerin, Melia Azadirachta Flower Extract, Anthemis Nobilis Flower Extract, Amino Esters-1, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Sodium Phytate, Aloe Barbadensis Flower Extract, Octanediol, Curcuma Longa (Turmeric) Root Extract, Ocimum Basilicum (Basil) Flower/​Leaf Extract, Pearl Powder, Lawsonia Inermis (Henna) Flower/​Fruit/​Leaf Extract, Ocimum Sanctum Leaf Extract, Allantoin, Caffeine, Tocopherol",Rp125.000,semua,"flower , pori , pori pori , membantu , caffeine , kelembaban kulit , peeling , bekas , mencerahkan kulit , propanediol",Tidak
"3,9",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1432870628_Mustika_Ra_800x800.jpg,Peeling Kulit Kerang,Mustika Ratu,"Mustika Ratu Peeling Kulit Kerang merupakan peeling yang diproses dari kulit kerang yang mengandung kalsium & phospor yang dapat menjadikan kulit tampak lembut, halus dan cerah. Berfungsi menipiskan sel kulit ari yang sudah tidak berguna lagi, sehingga kulit wajah menjadi lebih cerah, segar dan halus.
  
  How To Use :
  Campurkan bubuk peeling dengan air sari mawar putih secukupnya. Ratakan ke seluruh wajah, biarkan setengah kering, lalu gosok perlahan dengan gerakan memutar atau horizontal sampai peeling berjatuhan. Gunakan dua kali seminggu. Tidak dianjurkan untuk wajah berjerawat.
  
  Suitable For :
  Semua jenis kulit.
  
 Ingredients:
  Kaolin, Oriza sativa (rice) Starch, Murayya exotica leaf Extract, Aqua, Propylene Glycol, Oyster Shell Extract, Maris Limus (Sea Slit) Extract, Trigonella Foenum Graecum (Fenugreek) Extract, Methylparaben, Cl 77891, Cl 77492, Cl 77499, Cl 77491.",Rp9.200,semua,"peeling , halus , cerah , tidak , kulit cerah , kali , berjerawat , segar , sel kulit , sel",Tidak
"4,1",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1582260150_ad_deep_ex_800x800.jpg,Age Defy Deep Exfoliator,Safi,"KASMARAN Triple Acid with Skinperf Peeling Solution merupakan chemical exfoliator dengan teknologi yang dipatenkan Skinperf LWG yang bekerja secara efektif dan lembut. Bekerja jauh ke dalam lapisan kulit untuk membersihkan pori-pori yang tersumbat, meringankan hipeRp igmentasi dan mengangkat sel-sel kulit mati.
  
  How to use:
  Mulailah dengan membersihkan wajah Anda dan menepuknya hingga kering. Oleskan 10 tetes secara merata ke seluruh wajah dan leher (2 tetes per area wajah) Diamkan selama 10 menit. Bilas dengan air tanpa pembersih wajah dan oleskan pelembab. Gunakan 1-2 kali seminggu di malam hari
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aqua, Glycerin, Lactic Acid, Butylene Glycol, Aminomethyl Propanol, Ethoxydiglycol, Gluconolactone, Polysorbate-20, Acacia senegal gum, Salicylic Acid, PEG-7 Glyceryl Cocoate, Xantan Gum, Glycolic Acid, Propylene Glycol, ChloRp henesin, Clitoria Ternatea Flower Extract",Rp46.800,semua,"pori , sel , membersihkan , peeling , pelembab , kali , efektif , flower , polysorbate , pori pori",Tidak
4,peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1449477152_the_peelin_800x800.jpg,The Peeling Night Cream,Novexpert,"Novexpert The Peeling Night Cream merupakan krim malam yang dapat membuat kulit halus dan bercahaya. Mengandung mikro-peeling progresif yang bekerja untuk memperbarui kulit sehingga kulit tampak lebih halus dan lembut pada pagi hari setelah bangun tidur. Selain itu, bahan dasarnya juga dapat membuat kulit tampak cerah berkilau, membuat warna kulit menjadi rata dan indah.
  
  How To Use:
  Oleskan sedikit pada seluruh wajah yang sudah dibersihkan, hindari kontur mata dan sisi hidung. Pijat dengan gerakan ke atas melingkar. Gunakan setiap malam sebagai perawatan intensif selama 1 bulan.
  
  Suitable For:
  Semua jenis kulit.
  
 Ingredients:
  Gluconolactone, Glycolic acid, Lactic acid, Papaya fruit extract.",Rp540.000,semua,"peeling , membuat , membuat kulit , halus , kulit kulit , kulit cerah , hindari , cerah , lembut , semua jenis kulit",Tidak
"4,5",peeling,//image.femaledaily.com/dyn/210/images/prod-pics/product_1664266970_NOVAGE_AHA_800x800.png,NovAge ProCeuticals 6% AHA Peel Solution,Oriflame,"Oriflame NovAge ProCeuticals 6% AHA Peel Solution merupakan perawatan eksfoliasi secara kimiawi dengan dua tipe kandungan alpha hydroxy acids (AHA) yang bekerja membantu merawat kulit kasar dengan mengangkat sel kulit mati, sekaligus memelihara proses alami pembaruan sel kulit.
  
  How to use:
  Setelah pembersihan, aplikasikan 1-2 tetes secara merata ke seluruh wajah dan leher di malam hari. Hindari area sekitar mata. Gunakan tabir surya keesokan harinya dan batasi paparan sinar matahari setelah menggunakan produk ini. Jangan gunakan pada kulit yang rusak/luka.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  AQUA, GLYCERIN, ALCOHOL DENAT, LACTIC ACID, GLYCOLIC ACID, BUTYLENE GLYCOL, SODIUM HYDROXIDE, PANTHENOL, HYDROXYETHYLCELLULOSE, DISODIUM PHOSPHATE, POLYSORBATE 60",Rp299.000,semua,"sel kulit , sel , area sekitar , matahari , sekitar , hindari , merawat , polysorbate , sel kulit mati , mati",Tidak
"3,6",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1469761401_Sun_Protec_800x800.jpg,Sun Protection SPF 30 PA+++,Emina,"Emina Sun Protection dengan SPF 30 dan PA+++ memiliki tekstur ringan yang membantu melindungi kulitmu dari sinar UV di hari yang aktif. Diperkaya dengan Aloe Vera Extract dan Emollient untuk memberikan kelembaban ekstrak pada kulit.
  
  How to Use:
  Oleskan pada kulit di pagi hari sebelum keluar rumah
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aqua, Ethanol, Ethylhexyl Methoxycinnamate, Glyceryl Stearate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Dimethicone, Butylene Glycol, Phenoxyethanol, Triethanolamine, Propylene Glycol, Panthenol, Polyvinyl Alcohol, Aloe Barbadensis (Aloe Vera) Leaf Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Fragrance, Hydrolyzed Wheat Protein/​PVP Crosspolymer, BHT, Disodium EDTA, Ethylhexylglycerin, Xanthan Gum, Potassium Sorbate, EDTA, Sodium Benzoate",Rp26.000,semua,"benzoate , spf , kulit kulit , kelembaban , uv , melindungi , tekstur , diperkaya , sinar , ekstrak",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1564649232_Skin_Aqua__800x800.jpg,UV Moisture Milk,Skin Aqua,"Skin Aqua UV Moisture Milk merupakan pelembab yang mengandung SPF 50+. PA +++ untuk perlindungan ganda terhadap UV-A & UV-B. Produk ini juga mengandung Hydraulic Acid (AcHA) dan Collagen yang melembabkan, melembutkan kulit, dan mempertahankan elastisitas kulit, mengandung VItamin B5 dan E juga yang dapat menutrisi kulit.
  
  How To Use:
  Aplikasikan pada bagian wajah
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
  Water, Cyclopentasiloxane, Zinc Oxide, Silica, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Methicone, Triethoxysilylethyl polydimethylsiloxyethyl hexyl dimethicone, Ethylhexyl methoxycinnamate, Polymethylsilsesquioxane, Butylene Glycol, Triethylhexanoin, Trimethylsiloxysilicate, Lauroyl lysine, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Methylparaben, Disodium EDTA, Propylparaben, Tocopheryl Acetate, Dipotassium Glycyrrhizate, Magnesium Ascorbyl Phosphate, Hydrolyzed collagen, Sodium Hyaluronate, Panthenol",Rp48.500,semua,"uv , pelembab , menutrisi kulit , cyclopentasiloxane , menutrisi , benzoate , ascorbyl , spf , melembabkan , vitamin",Tidak
"3,3",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1610511371_UV_Shield_800x800.jpg,UV Shield Essential Sunscreen Gel SPF 30 PA+++,Wardah,"Wardah Sunscreen Gel merupakan pelindung matahari bertekstur gel lembut dengan formula baru dan membuat kulit terasa nyaman. Diperkaya dengan SPF 30 untuk perlindungan maksimal pada kulit. Dengan dua kali perlindungan dari UV A dan UV B, Aloe Vera, dan Pro Vitamin B5 sebagai pelembab dan Vitamin E sebagai anti oksidan. Mengkondisikan dan melembabkan kulit. Tidak lengket maupun berminyak, non-comedogenic, dan mudah menyerap. 
  
  How To Use :
  Gunakan secara bertahan pada kulit bersih. Tunggu selama lima belas (15) menit sebelum melakukan aktifitas di lapangan. Ulangi setelah membersihkan wajah. Jangan lupa gunakan pelindung matahari seperti topi, payung, atau kacamata untuk menghindari sinar matahari. 
  
  Suitable For :
  Semua jenis kulit.
  
 Ingredients:
  Aqua, Ethylhexyl Methoxycinnamate, Propylene Glycol, 4-Methylbenzylidene Camphor, Acrylates Copolymer, Polyacrylamide, Butyl Methoxydibenzoylmethane, Dimethicone, Panthenol, Cyclopentasiloxane, Triethanolamine, Phenoxyethanol, C13-14 Isoparaffin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Laureth-7, Dimethicone Crosspolymer, Carbomer, Tocopheryl Acetate, Disodium EDTA, Triethylene Glycol, Dimethicone/​Vinyl Dimethicone Crosspolymer, Dimethiconol, Potassium Sorbate, Sodium Benzoate",Rp37.500,semua,"matahari , uv , gel , spf , vitamin , butyl , seperti , pelembab , menyerap , cyclopentasiloxane",Tidak
"4,8",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1677224393_Hydrasooth_800x800.jpg,Hydrasoothe Sunscreen Gel SPF 45+++,Azarine Cosmetics,"DAILY SKIN PROTECTION FOR SUNSCREEN HATERS
  ORGANIC SUNSCREEN GEL SPF45+++ FOR ALL SKIN TYPES
  
  Tabir surya wajah dalam bentuk gel ( water base) yang sangat ringan, dingin dan mudah meresap untuk seluruh jenis kulit termasuk kulit berminyak dan acne prone skin. Di formulasikan dengan kandungan bahan alami Propolis, aloe Vera, green tea dan delima untuk melindungi kulit dari sinar UV A & UV B serta menutrisi kulit. 
  
 Suitable for:
 Semua jenis kulit
  
 Ingredients:
  1. Aloe Vera: Menyegarkan & Menenangkan kulit
  2. Greentea: Antioksidan tinggi untuk menangkal radikal bebas & anti aging/ firming
  3. Propolis: Menutrisi & antiseptik alami
  4. Pomegranade: Antioksidan & moisturizer",Rp28.000,"berminyak, semua","skin , gel , menutrisi , antioksidan , uv , spf , menutrisi kulit , anti , menenangkan , menyegarkan",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1684728705_25437884_B_800x800.jpg,UV Aqua Rich Watery Essence SPF 50+/PA++++,Biore,"Biore UV Aqua Rich Watery Essence SPF 50+/PA++++ adalah pelindung wajah dan badan dari efek buruk sinar UVA dan UVB. Dilengkapi kandungan Aqua Micro Capsule yang memberikan sensasi sejuk di kulit, “mengunci” UV dan bertekstur ringan seperti air, sehingga mampu menjaga kelembaban kulit lebih lama. Terdapat juga kandungan Hyaluronic Acid & Citrus Essence untuk menjaga kulit tetap lembab dan segar tanpa rasa lengket karena mudah menyerap ke dalam kulit.
  
  How To Use:
  Aplikasikan pada seluruh wajah dan tubuh dalam keadaan bersih, gunakan setiap ingin melakukan aktivitas diluar ruangan pada pagi/siang hari
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
  Water, Alcohol, Ethylhexyl Methoxycinnamate, Ethylhexyl Triazone, Isopropyl Palmitate, Lauryl Methacrylate/​Sodium Methacrylate Crosspolymer, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Hydrogenated Polyisobutene, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dextrin Palmitate, Butylene Glycol, Xylitol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Propanediol, Glyceryl Stearate, Glyceryl Behenate, Vinyl Dimethicone/​Methicone Silsesquioxane Crosspolymer, Potassium Hydroxide, Cetyl Alcohol, Agar, Sorbitan Distearate, Isoceteth-20, Polyvinyl Alcohol, Dimethicone/​Vinyl Dimethicone Crosspolymer, Stearoyl Glutamic Acid, Arginine, Disodium EDTA, Fragrance, BHT, Sodium Hydroxide, Tocopherol, Royal Jelly Extract, Sodium Hyaluronate, Phenoxyethanol, Methylparaben",Rp140.000,semua,"uv , benzoate , menjaga , spf , kandungan , kelembaban kulit , dilengkapi , seperti , menyerap , propanediol",Tidak
4,sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/50605027a0ad4cc4f5254d294a58e6df.jpg,UV Perfect Matte & Fresh Long UV SPF 50/ PA++++,L'Oreal Paris,"L'Oreal Paris UV Perfect Matte & Fresh Long UV SPF 50/ PA++++ merupakan tabir surya yang diformulasikan untuk kulit berminyak dengan hasil akhir matte dan terasa ringan pada kulit. Diperkaya dengan Mexoryl dan Long UVA Filters yang membantu mencegah proses penggelapan kulit, noda hitam, dan proses penuaan dini, Oil-Control Formula yang mencegah produksi minyak berlebih, serta Detoxyl yang akan melindungi kulit dari partikel polusi. 
  
  How to Use:
  Aplikasikan pada wajah secara merata sebelum beraktivitas di luar ruangan
  
  Suitable for:
  Kulit berminyak, kulit kombinasi
  
 Ingredients:
  AQUA / WATER, GLYCERIN, ALCOHOL DENAT , DIMETHICONE , ETHYLHEXYL SALICYLATE , PROPYLENE GLYCOL , TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID , SILICA , TITANIUM DIOXIDE , TRIETHANOLAMINE , DROMETRIZOLE TRISILOXANE , PHENYLBENZIMIDAZOLE SULFONIC ACID , OCTOCRYLENE , ETHYLHEXYL TRIAZONE , BUTYL METHOXYDIBENZOYLMETHANE , TROMETHAMINE , STEARIC ACID , POTASSIUM CETYL PHOSPHATE , TOCOPHEROL , PHENOXYETHANOL , PEG 100 STEARATE , PALMITIC ACID , SILICA SILYLATE , AMMONIUM POLYACRYLOYLDIMETHYL TAURATE , LIMONENE , MENTHOXYPROPANEDIOL , LINALOOL , SANGUISORBA OFFICINALIS ROOT EXTRACT , ZINGIBER OFFICINALE ROOT EXTRACT / GINGER ROOT EXTRACT , CINNAMOMUM CASSIA BARK EXTRACT , KAOLIN , ALPHA ISOMETHYL IONONE , CARBOMER , MYRISTIC ACID , DISODIUM EDTA , CETYL ALCOHOL , BUTYLENE GLYCOL , BUTYROSPERMUM PARKII SEEDCAKE EXTRACT / SHEA SEEDCAKE EXTRACT , HEXYL CINNAMAL , GLYCERYL STEARATE , PARFUM / FRAGRANCE",Rp99.000,"berminyak, kombinasi","uv , root , fresh , mencegah , spf , kulit berminyak , berminyak , butyl , titanium dioxide , titanium",Ya
"4,1",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1571371623_Untitled_d_800x800.jpg,UV Moisture Gel,Skin Aqua,"Skin Aqua UV Moisture Gel SPF 30 dan PA++ dapat memberikan perlindungan dari sinar UVA dan UVB. Mengandung Improved Hyaluronic Acid, Collagen, vitamin B, E dan C dapat melembabkan, melembutkan, mempertahankan elastisitas kulit, dan menutrisi kulit.
  
  How To Use:
  Usapkan di wajah yang telah dibersihkan. Biarkan hingga meresap dan gunakan makeup seperti biasa.
  
  Suitable For:
  Kulit Normal dan Berminyak.
  
 Ingredients:
  Water, PEG 400, Ethylhexyl methoxycinnamate, Octocrylene, Arbutin, Butyl Methoxydibenzoylmethane, Silica, Cyclopentasiloxane, Bisethylhexyloxyphenol methoxyphenyl triazine, Phenoxyethanol, PEG-20 Methyl Glucose Sesquistearat",Rp47.700,normal,"uv , makeup , butyl , seperti , menutrisi kulit , cyclopentasiloxane , menutrisi , spf , sinar , gel",Tidak
"4,9",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1624347552799.jpg,Cica Beat The Sun,NPURE,"N’PURE Cica Beat The Sun SPF 50 PA ++++ adalah natural daily sun protection yang diformulasikan dengan 100% Natural Cica Leaf Water, Chrysanthemum Extract, Chamomilla Extract, dan Camellia Sinensis Leaf Extract. Diperkaya dengan uv filter agent yang melindungi kulit dari sinar UVA & UVB sekaligus melembapkan dan menenangkan kulit. Memiliki tekstur ringan, tidak berminyak, dan tidak mengandung bahan alkohol sehingga aman dan nyaman digunakan. 
  
  How to use:
  Aplikasikan pada wajah secara merata
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Isoamyl p-Methoxycinnamate, Polysilicone-15, Centella Asiatica Water, Chamomilla Recutita (Matricaria) Extract, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract.",Rp165.390,semua,"camellia , tidak , melembapkan , menenangkan , melindungi kulit , benzoate , uv , spf , diformulasikan , melindungi",Tidak
"4,2",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1598938000_download__800x800.jpg,Sun Protect & White Oil Control Serum SPF 50+,NIVEA,"NIVEA Sun Protect & White Oil Control Serum SPF50 PA+++ merupakan sun face serum yang mengandung oil control formula untuk membuat makeup lebih tahan lama. Mengandung UVA dan UVB filter sebagai perlindungan optimal dari sinar matahari. Memiliki tekstur yang tidak lengket dan nyaman digunakan.
  
  How to use:
  Aplikasikan pada wajah sebelum menjalankan aktivitas
  
  Suitable for:
  Kulit berminyak
  
 Ingredients:
  Aqua, Homosalate, Polymethylsilsesquioxane, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Octocrylene, Alcohol Denat., Tapioca Starch, Phenylbenzimidazole Sulfonic Acid, Cyclomethicone, Behenyl Alcohol, Cetearyl Alcohol, Methylpropanediol, Silica Dimethyl Silylate, Glycerin, Phenoxyethanol, Carnitine, Sodium Hydroxide, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Trisodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Glycyrrhetinic Acid, Xanthan Gum, Glycyrrhiza Inflata Root Extract, Sodium Chloride.",Rp60.000,berminyak,"spf , makeup , matahari , butyl , face , formula , root , tekstur , sinar , kulit berminyak",Tidak
"3,8",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1559018257_Acnes_Crea_800x800.png,UV Tint,Acnes,"Acnes UV Tint adalah lotion yang dapat melawan bakteri penyebab jerawat, merawat tekstur kulit, serta memiliki kandungan SPF 30 untuk melindungi kulit dari efek buruk sinar UV. Diperkaya dengan kandungan Vitamin B6, Vitamin E, dan turunan Vitamin C sebagai nutrisi yang dibutuhkan kulit serta membuat kulit menjadi lembut. Lotion ini juga dapat menyamarkan noda di kulit. Dapat digunakan sebagai dasar make up yang dapat menyerap minyak.
  
  How To Use:
  Aplikasikan lotion ini ke seluruh wajah secara merata di pagi/siang hari setelah membersihkan wajah
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
  Decamethylcyclopentasiloxane, Water, Glyceryl Ethylhexanoate, Zinc Oxide, Silicic Athydric, Methylhydrogenpolysiloxane, Titanium Dioxide, Siloxane, Talc, Methylpolysiloxane, FlouRp hologopite, Mica",Rp69.000,semua,"lotion , uv , vitamin , kandungan , titanium dioxide , titanium , menyerap , dioxide , menyamarkan noda , merawat",Tidak
"4,6",sun protection,//image.femaledaily.com/dyn/210/images/prod-pics/product_1617593583_UVD_Bright_800x800.jpg,UV Defender Bright & Clear,L'Oreal Paris,"L'Oreal Paris UV Defender Bright & Clear merupakan UV Serum Protector yang dilengkapi dengan Brightening Niacinamide untuk kulit tampak cerah seketika dan terlindugi dari sinar UV. Bright & Clear Serum protector cocok untuk kulit yang tampak kusam dan memerlukan tabir surya dengan efek mencerahkan sektika. 
  
  How to use:
  Aplikasikan pada wajah secara merata sebelum beraktivitas
  
  Suitable for:
  Kulit normal
  
 Ingredients:
  AQUA / WATER, ETHYLHEXYL METHOXYCINNAMATE, TITANIUM DIOXIDE, SQUALANE, GLYCERIN, DROMETRIZOLE TRISILOXANE, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, PROPYLENE GLYCOL, ALCOHOL DENAT",Rp35.000,normal,"uv , dilengkapi , titanium dioxide , titanium , kulit kusam , dioxide , kulit cerah , kusam , sinar , cerah",Tidak
