RATING,KATEGORI,GAMBAR,PRODUK,BRAND,DESKRIPSI,HARGA,skin_type,keywords,allergen
"4,9",night cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1644214964_46c8d7e68e_800x800.jpg,C-White Perfect Radiance Night Moisturizer,Azarine Cosmetics,"Moisturizer whitening untuk malam hari untuk mengatasi masalah dark spot & kulit kusam. Dengan kadar VITAMIN C ALAMI TINGGI untuk WHITENING, ANTI AGING & MOISTURIZING. Cream ini ringan dan mudah di serap kulit, sehingga mencerahkan dan meregenerasi kulit di malam hari.
 
 Suitable for:
 Kulit normal, kulit kering
 
 Ingredients:
 Aqua, Stearic Acid, Cetyl Alcohol, Glycerine, Pomace Olive Oil, Allantoine, Aloe barbadensis Leaf Extract, Pachyrhizuis Erosus Root Extract, Citrus Limon (Lemon) Fruit Extract, Gliceryl Stearate, PEG-100 Stearate, ChloRp henesin, Phenoxyethanol, BHT",Rp65.000,kering,"masalah , kulit kusam , kulit kulit , anti , mengatasi , normal kulit , kusam , kulit normal kulit , root , mudah",Tidak
"4,7",night cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1643266376_Glyco_Crea_800x800.jpg,Glycolic Bright Glowing Night Cream,L'Oreal Paris,"L'Oreal Paris Glycolic Bright Glowing Night Cream merupakan pelembab malam dengan encapsulated beads dan diformulasikan dengan Brightening Glycolic Acid dan antioxidant Vitamn E membantu melawan munclnya kulit kusam pada malam hari, untuk kulit tampak glowing dan merata. Terbukti secara klinis membantu memperbaiki skin barrier dan menyamarkan noda hitam. 
  
  How to use:
  Ratakan pada permukaan kulit dan leher setiap malam.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  AQUA/WATER, GLYCERIN, NIACINAMIDE, ALCOHOL, DIPROPYLENE GLYCOL, DIMETHICONE, BUTYLENE GLYCOL, PEG/PPG/POLYBUTYLENE GLYOL-8/5/3 GLYCERIN, PEG-8, ZEA MAYS STARCH/CORN STARCH, LINALOOK, CARBOMER, GLYCOLIC ACID, DIMETHICONOL, PARFUM/FRAGRANCE, SODIUM HYROXIDE",Rp185.000,semua,"membantu , pelembab , kulit kusam , menyamarkan noda , noda hitam , kusam , parfum , diformulasikan , noda , skin",Ya
"4,1",night cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1538387461_The_Body_S_800x800.jpg,Vitamin E Gel Moisture Cream,The Body Shop,"The Body Shop Vitamin E Nourishing Night Cream merupakan krim malam yang kaya akan minyak gandum dan nutrisi, membantu memberi perlindungan antioxidant dan mengembalikan kelembaban kulit yang hilang saat anda sedang beristirahat di malam hari. Krim ini dapat membuat kulit terasa halus dan lembut.
  
  How To Use:
  Aplikasikan pada wajah dan leher dengan ujung jari setelah mencuci muka dan menggunakan toner, gunakan di malam hari sebelum tidur.
  
  Suitable For:
  Kulit normal dan kulit kering.
  
 Ingredients:
  Aqua/Water/Eau (Solvent/Diluent), Glycerin (Humectant), Triticum Vulgare Germ Oil/Triticum Vulgare (Wheat) Germ Oil (Emollient), Dimethicone (Skin Conditioning Agent), PPG-2 Myristyl Ether Propionate (Emollient/Skin Conditioner), Stearyl Alcohol (Emollient)",Rp179.000,normal,"skin , vitamin , saat , kelembaban kulit , normal kulit , kulit normal kulit , kelembaban , toner , gel , membuat kulit",Tidak
"3,6",night cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1500541705_Hada_Labo__800x800.jpg,Shirojyun Ultimate Whitening Cream,Hada Labo,"Hada Labo Shirojyun Ultimate Whitening Night Cream adalah krim malam dengan kandungan arbutin, Vitamin C, dan Hyaluronic Acid yang dapat memudarkan flek hitam pada wajah dan mencerahkan kulit. Kulit tampak cerah berseri dan tetap elastis.
  
  How To Use:
  Gunakan malam hari setelah Whitening Lotion. Ambil secukupnya di telapak tangan lalu usapkan secara merata di seluruh wajah, biarkan hingga meresap.
  
  Suitable For:
  Kulit kering
  
 Ingredients:
  Water, Dipropylene Glycol, Diglycerin, Squalene, Arbutin, Glycerin, Caprylic/​Capric Triglyceride, Carbomer, PEG-20 Sorbitan Isostearate, Glyceryl Stearate, Phenoxyethanol, Stearyl Alcohol, Behenyl Alcohol, Phytosteryl/​Octyldodecyl Lauroyl Glutamate",Rp70.000,kering,"lotion , kulit kulit , kulit cerah , mencerahkan kulit , hitam , cerah , kandungan , vitamin , merata , mencerahkan",Tidak
"3,9",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1620275869_soft_800x800.jpg,Soft,NIVEA,"NIVEA Crème Soft merupakan pelembab yang membuat kulit lebih sehat dan terasa lembab seharian. Produk ini membuat kulit lebih kenyal dan segar tanpa membuat kilau.
  
  How to Use:
  Aplikasikan pada wajah secara merata.
  
  Suitable for:
  Kulit kering, kulit kombinasi, kulit normal
  
 Ingredients:
  Water, Myristyl Alcohol, Mineral Oil (Paraffinum Liquidum), Glycerin, Butylene Glycol, Alcohol Denatured, Stearic Acid, Petrolatum, Myristyl Myristate, Glyceryl Stearate, Hydrogenated Coco Glycerides, Dimethicone",Rp7.500,normal,"membuat , membuat kulit , pelembab , kulit kering kulit , kering kulit , stearic , segar , normal , kulit normal , merata",Tidak
"4,7",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1643266338_Glyco_Crea_800x800.jpg,Glycolic Bright Day Cream SPF17,L'Oreal Paris,"L'Oreal Paris Glycolic Bright Day Cream SPF17 merupakan pelembab harian yang diformulasikan dengan Brightening Glycolic Acid yang membantu mencerahkan dan menyamarkan noda hitam untuk kulit glowing dan merata. Terbukti secara klinis meningkatkan kemampuan perlindungan kulit melawan sinar UV yang berbahaya untuk kulit. 
  
  How to use:
  Ratakan pada permukaan kulit dan leher setiap pagi, dapat digunakan sebelum riasan wajah.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  AQUA/WATER, ETHYLEXHYL METHOXYCINAMATE, GLYCERIN, ISOHEXADECANE, CYCLOHEXASILOXANE, AMMONIUM POLYACRYLOYLDMETHYL TAURATE, PENTAERYTHRITYL TETRAETHYLHEXANOATE, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, GLYCERYL STERATE, PEG-100 STEARATE)",Rp185.000,semua,"titanium dioxide , titanium , dioxide , spf , pelembab , menyamarkan noda , noda hitam , uv , diformulasikan , noda",Tidak
"3,4",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626928269_sw_uv_tube_800x800.png,Sakura White Whitening Serum Cream UVA/UVB Filters,Garnier,"Garnier Sakura White Serum Day Cream SPF21 / PA+++
  
  Tampak cantik sempurna dengan kulit mulus, cerah merona. Dengan ekstrak alami sakura dan Pore Smoothing Serum di dalamnya efektif mampu mencerahkan wajah kusam, sekaligus membuat pori-pori di permukaan tampak halus.
  Teknologi Talc Touch, melembabkan tanpa membuat wajah mengkilap akibat minyak berlebih, sedangkan SPF21/PA+++nya melindungi dari sinar UV agar kulit tak kembali gelap.
  
 Suitable for:
 Kulit normal, kulit kering, kulit sensitif
 
 Ingredients:
 Aqua/​Water, Butylene Glycol, PEG/​PPG/​Polybutylene Glycol-8/​5/​3 Glycerin, Niacinamide, Glycerin, Methyl Gluceth-20, Ci 14700 /​ Red 4, Carbomer, Triethanolamine, Parfum/​Fragrance, Sodium Hyaluronate, Phenoxyethanol, Prunus Yedoensis Leaf Extract, Limonene, Capryl Glycol, Citronellol, Biosaccharide Gum-1, Polysorbate 20, Hexyl Cinnamal",Rp61.300,sensitif,"spf , pori , membuat , minyak berlebih , berlebih , kulit kering kulit , efektif , kering kulit , normal kulit , kusam",Ya
"4,4",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1661744063_f76585b9_5_800x800.png,5X Ceramide Barrier Repair Moisture Gel Moisturizer,Skintific,"Menggabungkan 3 kandungan aktif Ceramide, Hyaluronic Acid, dan Centella Asiatica, untuk mengatasi permasalahan skin barrier yang rusak seperti jerawat, kemerahan, kulit bertekstur, dan juga kulit kering secara cepat namun tetap aman untuk skin barrier. Diperkaya dengan teknolog 5X Ceramide, yang merupakan gabungan 5 jenis Ceramide untuk melembabkan secara mendalam dan memperkuat lapisan kulit. 5X Ceramide ini membantu untuk memperbaiki dan melindungi skin barrier dengan menjaga kelembaban dan melindungi kulit dari faktor eksternal. 
  
 Suitable for:
 Kulit kering
 
 Ingredients:
 Aqua, Butylene Glycol, Hydrogenated Polyisobutene, Dimethicone, Glycerin, Propylene Glycol, 1,2-Hexanediol, Hydroxyacetophenone, PEG-400, Ammonium Acryloyldimethyltaurate/​VP Copolymer, Hydrogenated Lecithin, Panthenol",Rp49.900,kering,"skin , melindungi , kulit kering , kering , seperti , mengatasi , melindungi kulit , kelembaban , menjaga , diperkaya",Tidak
"4,9",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1629085029_loreal_rev_800x800.png,Revitalift Crystal Gel Cream,L'Oreal Paris,"L’oreal Paris Revitalift Crystal Gel Cream merupakan gel cream dengan formula oil-free dengan konsentrasi tertinggi clarifying Salicylic Acid, dalam bentuk gel yang ringan dan terasa segar, menyerap secara cepat. Melembapkan kulit, menyamarkan bekas jerawat, dan mengurangi produksi minyak berlebih untuk pori-pori tersamarkan, dan kulit tampak sebening kristal 8 jam bebas kilap. Clarifying Salicylic Acid, asam yang dapat larut dalam minyak, dikenal dapat menyerap lebih dalam ke dalam kulit berminyak dan sudah terbukti dapat menyamarkan tampilan pori, menghaluskan permukaan kulit dan mengontrol ​produksi sebum berlebih, membuatnya cocok untuk kulit kasar dan berminyak.
  
  How to use:
  Ratakan pada permukaan kulit dan leher setiap pagi, dapat digunakan sebelum riasan wajah.
  
  Suitable for:
  Semua jenis kulit, khususnya kulit normal, kulit kombinasi, dan kulit berminyak
  
 Ingredients:
  AQUA / WATER, GLYCERIN, ALCOHOL DENAT., DIMETHICONE, ISONONYL ISONONANOATE, LINALOOL, CARBOMER, DIMETHICONOL, PARFUM / FRAGRANCE, SODIUM HYDROXIDE, SALICYLIC ACID, SODIUM HYALURONATE, PHENOXYETHANOL",Rp190.000,"berminyak, semua","gel , pori , berminyak , menyerap , berlebih , menyamarkan , kulit berminyak , minyak , minyak berlebih , bekas",Ya
"4,9",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1641791727_WL_acne_cr_800x800.png,Acne Cream,Whitelab,"Whitelab Acne Cream merupakan cream yang bermanfaat untuk membantu mengeringkan jerawat pada kulit, mengurangi produksi minyak berlebih, membantu mencegah munculnya noda hitam karena bekas jerawat, membersihkan pori-pori yang tersumbat, membantu mencegah pertumbuhan bakteri penyebab jerawat, mengurangi kemerahan dan iritasi pada jerawat, dan erawat kehalusan dan kelembutan kulit.
  
  How to use:
  Aplikasikan pada wajah secara merata
  
  Suitable for:
  Kulit normal, kulit berminyak
  
 Ingredients:
  Calamine 10%, Sulfur 5%, Tea Tree",Rp69.400,berminyak,"jerawat , membantu , mencegah , mengurangi , pori , minyak berlebih , berlebih , bekas , noda hitam , iritasi",Tidak
"3,2",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1662105141_20038957_1_800x800.jpg,Krim Pencerah Multi Vitamin,Glow & Lovely,"Fair & Lovely Krim Pencerah Multi Vitamin merupakan cream pelembap wajah degan kandungan multi vitamin yang dapat mencerahkan warna kulit wajah.
  
  How to Use:
  Gunakan secara teratur pada wajah yang telah dibersihkan
  
  Suitable for:
  Kulit kering
  
 Ingredients:
  Water, Palmitic Acid, Niacinamide, Glycerin, Dimethicone, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Titanium Dioxide, Sodium Ascorbyl Phosphate, Isopropyl Myristate, Tocopheryl Acetate (Vitamin E), Allantoin, Pyridoxine, Cetyl Alcohol, Aluminum Hydroxide, Stearic Acid, Phenoxyethanol, Methylparaben, Propylparaben, Potassium Hydroxide, Disodium EDTA, Fragrance",Rp12.000,kering,"vitamin , butyl , titanium dioxide , titanium , dioxide , ascorbyl , stearic , kandungan , mencerahkan , kulit kering",Tidak
"4,9",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1598322048540.jpg,Ultralight Hydraglow Day Cream,Azarine Cosmetics,"WHITENING MULTIDEFENSE DAY CREAM SPF 30 +++
  #BRIGHT - PROTECT - YOUTHFUL GLOW 
  
  Day cream pencerah kulit yang sangat ringan untuk di pakai sehari- hari atau di tumpuk make up. DI formulasi dengan gabungan bahan bahan herbal alami untuk menutrisi kulit sekaligus melindungi dari sinar UV matahari. Teknologi Whitening Multidefense tidak hanya melindungi kulit dari matahari tapi juga radikal bebas di sekitar kita agar kulit kita lebih kuat dan lembab setiap saat.
  
 Suitable for:
 Kulit sensitif
 
 Ingredients:
  1. Kakadu Plum Australia: Sumber Vit C alami untuk mencerahkan kulit & menutrisi
  2. Kolagen: anti aging, memperbaiki sel pertahanan kulit & menghaluskan kulit
  3. Ginseng Korea: anti aging & membantu regenerasi sel kulit
  4. Delima: Antioksidan untuk menangkal radikal bebas
  5. Shea Butter: Super moisturizer, menyamarkan garis halus & natural SPF booster",Rp55.000,sensitif,"matahari , anti , menutrisi , bebas , spf , melindungi , sel , saat , garis , sekitar",Tidak
"4,5",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1629435675_PIXY20Whit_800x800.png,White-Aqua Brightening Moisturizer,PIXY,"PIXY White-Aqua Brightening Moisturizer merupakan krim pelembab yang dapat digunakan di pagi atau siang hari. Dilengkapi dengan Hydra Active yang melembabkan dan menyegarkan kulit kembali kulit yang lelah. Dilengkapi dengan SPF 30 & PA+++ untuk melindungi kulit dari sinar UVA & UVB, Natural Whitening Complex untuk mencerahkan kulit dan menyamarkan noda, serta Vitamin E yang dikenal sebagai antioksidan. Water Based Formula dengan Formula yang berbahan dasar air, memberikan sensasi dingin dan segar pada kulit, ringan, tidak lengket & tidak berminyak.
  
  How to use:
  Aplikasikan pada wajah
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Water, Ethylhexyl Methoxycinnamate, Butylene Glycol, Propanediol, Pachyrhizus Erosus Root Extract, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Butyl Methoxydibenzoylmethane, Diphenylsiloxy Phenyl Trimethicone, Pentaerythrityl Tetraethylhexanoate, Propylene Glycol, Phenoxyethanol, Ethylhexylglycerin, Potassium Hydroxide, Disodium EDTA, Polyglyceryl-10 Laurate, Tocopheryl Acetate, Aloe Barbadensis Leaf Juice, BHT, Fragrance, Menthol, Magnesium Ascorbyl Phosphate, Paeonia Suffruticosa Root Extract, Potassium Sorbate, Sodium Benzoate, Citric Acid",Rp75.000,semua,"dilengkapi , formula , root , tidak , butyl , pelembab , menyamarkan noda , menyegarkan , melindungi kulit , benzoate",Tidak
"3,6",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1674200035_D_I_S_C_O__800x800.png,White Secret Day Cream,Wardah,"Wardah White Secret Day Cream merupakan krim pencerah ringan yang diformulasikan khusus dengan kandungan Licorice Extract dan Vitamin B3 untuk mencerahkan wajah. Memiliki UV Protection, yang dapat melindungi wajah dari bahaya sinar UV. Mengandung ekstrak lidah buaya, Hyaluronic Acid, dan Pro Vitamin B5 yang dapat melembabkan dan menjaga elastisitas kulit. Diperkaya dengan kandungan Vitamin E sebagai antioksidan dan ekstrak jamur sebagai anti iritasi.
  
  How To Use:
  Aplikasikan secukupnya pada wajah dan leher setiap pagi. Hindari penggunaan di area mata.
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
 Water, Ethylhexyl Methoxycinnamate, Propylene Glycol, 4-Methylbenzylidene Camphor, Undecylenoyl Phenylalanine, Cetyl Alcohol, Glyceryl Stearate, Polyacrylamide, Biosaccharide Gum-1, Butyl Methoxydibenzoylmethane, Dimethicone, Niacinamide, Polymethylsilsesquioxane, Stearic Acid, Cyclopentasiloxane, Phenoxyethanol, PEG-100 Stearate, C13-14 Isoparaffin, Aloe Barbadensis Leaf Juice, Butylene Glycol, Glycerin, Hydrolyzed Wheat Protein/​PVP Crosspolymer, Fragrance, Laureth-7, Dimethicone Crosspolymer, Resveratrol, Tocopheryl Acetate, Disodium EDTA, Ethylhexylglycerin, Caprylic/​Capric Triglyceride, Dimethicone/​Vinyl Dimethicone Crosspolymer, Ubiquinone, Potassium Sorbate, EDTA, Hydrogenated Lecithin, Cholesterol, Dimethiconol, Dextran, Palmitoyl Tripeptide-8, Aluminum Hydroxide, Triethoxycaprylylsilane, Ci 77491",Rp97.000,semua,"vitamin , uv , ekstrak , kandungan , butyl , cyclopentasiloxane , hindari , anti , antioksidan , iritasi",Tidak
"3,7",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1610516002_Perfect_Br_800x800.jpg,Perfect Bright Moisturizer,Wardah,"Pelembab wajah dengan SPF 28 yang dapat mencerahkan wajah 3 tingkat lebih cerah , mudah meresap , melembabkan kulit , dan brightening powder serta vitamin B3 untuk kulit cantik cerah natural semenjak penggunaan pertama.
 
 Suitable for:
 Kulit kering
 
 Ingredients:
 Aqua, Stearic Acid, Cyclopentasiloxane, Niacinamide, Ethylhexyl Methoxycinnamate, Glycerin, Cyclohexasiloxane, Propanediol, Dimethicone, Cetyl Alcohol, Palmitic Acid, Heptyl Glucoside, Phenoxyethanol, Octocrylene, Titanium Dioxide, Butyl Methoxydibenzoylmethane, Polyacrylate-13, ChloRp henesin, Butylene Glycol, Arachidic Acid, Polyisobutene, Fragrance, Potassium Hydroxide, Allantoin, Tocopheryl Acetate, Polysorbate 20, Triethoxycaprylylsilane, Aluminum Hydroxide, Glycyrrhiza Glabra (Licorice) Root Extract, Actinidia Polygama Fruit Extract, Heptanol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Ethylhexylglycerin, Ci 17200",Rp37.000,kering,"cerah , butyl , titanium dioxide , titanium , dioxide , cyclopentasiloxane , propanediol , glucoside , polysorbate , spf",Tidak
"3,3",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1599189346_Packshot__800x800.jpg,Instabright Tone Up Cream,Pond's,"Pond's Instabright Tone Up Cream merupakan krim wajah yang merupakan peRp aduan dari skincare dan makeup base yang diformulasikan khusus untuk mencerahkan wajah. Mengandung Whitening Vitamin dan Milk Essence yang dapat menutrisi kulit, dan membuat kulit menjadi bersih bersinar secara alami. Dapat membantu menyamarkan noda dan lingkaran hitam di area bawah mata, memberi kelembapan yang cukup, melindungi dari sinar UV serta menjaga kulit bebas dari kilap.
  
  How to Use:
  Aplikasikan secukupnya pada seluruh wajah secara merata
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Water, Niacinamide, Titanium Dioxide, Dimethicone, Stearic Acid, Isohexadecane, Cyclopentasiloxane, Glycerin, Butylene Glycol, Ethylhexyl Methoxycinnamate, Sodium Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Cetyl Alcohol, Phenoxyethanol, Potassium Cetyl Phosphate, Perfume, Polysorbate 80, Aluminum Hydroxide, Sodium Ascorbyl Phosphate, Sorbitan Oleate, Disodium EDTA, Pyridoxine Hcl, PEG-4 Dilaurate, PEG-4 Laurate, Hydrolyzed Milk Protein, Hydroxystearic Acid, Iodopropynyl Butylcarbamate, PEG-4, BHT, Palmitic Acid, Arachidic Acid",Rp23.000,semua,"makeup , titanium dioxide , titanium , menutrisi kulit , dioxide , menyamarkan noda , kelembapan , cyclopentasiloxane , kulit bersih , menutrisi",Tidak
"3,3",day cream,//image.femaledaily.com/dyn/210/images/prod-pics/product_1626929203_BC_Day_SPF_800x800.jpg,Bright Complete Vitamin C Serum Cream SPF 36/PA+++,Garnier,"Garnier Bright Complete Vitamin C Serum Cream SPF 36/PA+++ adalah krim wajah yang memiliki formula baru, dengan WhiteSpeedTM Serum, tekstur krim nya yang ringan mudah menyerap ke dalam kulit sehingga dapat bekerja dengan cepat. Diperkaya dengan Pure Lemon Essence & SPF 19/PA+++, formulanya dapat membuat kulit tampak hingga 3 tingkat lebih putih cerah, membantu menyamarkan bintik hitam, kusam, dan bekas jerawat, 19x lebih melindungi dari sinar UVA/UVB matahari yang menyebabkan kulit gelap dan bintik hitam. 
  
  How To Use:
  Aplikasikan pada seluruh wajah secara merata pada wajah dalam keadaan bersih, gunakan setiap kali ingin beraktivitas diluar ruangan
  
  Suitable For:
  Kulit normal, kulit kering
  
 Ingredients:
  Water, Octocrylene, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, Stearic Acid, Niacinamide, Dimethicone, Ethylhexyl Triazone, Dicaprylyl Carbonate, Titanium Dioxide, Palmitic Acid, Potassium Cetyl Phosphate, Fragrance, Silica, Phenylbenzimidazole Sulfonic Acid, PEG-100 Stearate, C13-14 Isoparaffin, Potassium Hydroxide, Linalool, Geraniol, Carbomer, Glyceryl Stearate, Talc, Triethanolamine, Myristic Acid, Aluminum Hydroxide, Phenoxyethanol, Limonene, Disodium Stearoyl Glutamate, Tocopheryl Acetate (Vitamin E), Ascorbyl Glucoside, Tocopherol (Vitamin E), Dipropylene Glycol, Caprylyl Glycol, Capryloyl Salicylic Acid, Laureth-7, Tetrasodium EDTA, Citrus Limon (Lemon) Fruit Extract, Citral, Citrus Junos Fruit Extract, Maltodextrin, Cetyl Alcohol, Polyacrylamide, Benzyl Salicylate, Benzyl Alcohol",Rp45.700,kering,"vitamin , spf , hitam , matahari , butyl , titanium dioxide , titanium , menyerap , dioxide , bekas",Ya
